station_name,count_average,count_week_2010-06-04,count_week_2010-06-11,count_week_2010-06-18,count_week_2010-06-25,count_week_2010-07-02,count_week_2010-07-09,count_week_2010-07-16,count_week_2010-07-23,count_week_2010-07-30,count_week_2010-08-06,count_week_2010-08-13,count_week_2010-08-20,count_week_2010-08-27,count_week_2010-09-03,count_week_2010-09-10,count_week_2010-09-17,count_week_2010-09-24,count_week_2010-10-01,count_week_2010-10-08,count_week_2010-10-15,count_week_2010-10-22,count_week_2010-10-29,count_week_2010-11-05,count_week_2010-11-12,count_week_2010-11-19,count_week_2010-11-26,count_week_2010-12-03,count_week_2010-12-10,count_week_2010-12-17,count_week_2010-12-24,count_week_2010-12-31,count_week_2011-01-07,count_week_2011-01-14,count_week_2011-01-21,count_week_2011-01-28,count_week_2011-02-04,count_week_2011-02-11,count_week_2011-02-18,count_week_2011-02-25,count_week_2011-03-04,count_week_2011-03-11,count_week_2011-03-18,count_week_2011-03-25,count_week_2011-04-01,count_week_2011-04-08,count_week_2011-04-15,count_week_2011-04-22,count_week_2011-04-29,count_week_2011-05-06,count_week_2011-05-20,count_week_2011-05-27,count_week_2011-06-03,count_week_2011-06-10,count_week_2011-06-17,count_week_2011-06-24,count_week_2011-07-01,count_week_2011-07-08,count_week_2011-07-15,count_week_2011-07-22,count_week_2011-07-29,count_week_2011-08-05,count_week_2011-08-12,count_week_2011-08-19,count_week_2011-08-26,count_week_2011-09-02,count_week_2011-09-09,count_week_2011-09-16,count_week_2011-09-23,count_week_2011-09-30,count_week_2011-10-07,count_week_2011-10-14,count_week_2011-10-21,count_week_2011-10-28,count_week_2011-11-04,count_week_2011-11-11,count_week_2011-11-18,count_week_2011-11-25,count_week_2011-12-02,count_week_2011-12-09,count_week_2011-12-16,count_week_2011-12-23,count_week_2011-12-30,count_week_2012-01-06,count_week_2012-01-13,count_week_2012-01-20,count_week_2012-01-27,count_week_2012-02-03,count_week_2012-02-10,count_week_2012-02-17,count_week_2012-02-24,count_week_2012-03-02,count_week_2012-03-09,count_week_2012-03-16,count_week_2012-03-23,count_week_2012-03-30,count_week_2012-04-06,count_week_2012-04-13,count_week_2012-04-20,count_week_2012-04-27,count_week_2012-05-04,count_week_2012-05-11,count_week_2012-05-18,count_week_2012-05-25,count_week_2012-06-01,count_week_2012-06-08,count_week_2012-06-15,count_week_2012-06-22,count_week_2012-06-29,count_week_2012-07-06,count_week_2012-07-13,count_week_2012-07-20,count_week_2012-07-27,count_week_2012-08-03,count_week_2012-08-10,count_week_2012-08-17,count_week_2012-08-24,count_week_2012-08-31,count_week_2012-09-07,count_week_2012-09-14,count_week_2012-09-21,count_week_2012-09-28
CLASSON AVENUE-LAFAYETTE AV,23615.528925619834,18922,22300,22257,21922,21721,20481,21935,21034,20370,20628,20735,20609,20614,21908,20676,22114,22689,21473,22997,21853,22325,22086,23837,23821,23176,19104,21155,23238,23479,21102,18946,22812,23218,22801,23254,24847,24800,24191,22086,24051,24246,23992,24403,24156,24518,24287,22280,22929,24024,25491,23269,22268,24425,23723,22891,22759,19697,22274,21750,22024,21499,20596,21727,21380,17797,22393,25965,25629,18980,25087,24349,25105,24888,25858,26312,25579,20630,24467,26570,27232,25764,17670,24261,25848,25006,25985,26711,27285,27223,23811,26534,26933,25871,26687,20755,25686,23593,25052,25657,26890,27883,23320,27291,24266,27542,24875,25395,25966,24134,24941,25337,25373,25058,25256,24685,25454,25403,25255,26134,26211,25462
CLEVELAND STREET-FULTON ST,17515.92561983471,16264,16464,16822,16579,17265,12410,12904,12991,13126,16461,16733,16178,15807,17039,16363,17330,17217,16514,17508,16639,17447,17335,16830,16467,17143,15319,16659,16257,16216,15892,13742,15654,15426,15281,15185,17119,16879,17191,15329,17166,16973,17199,16784,16468,16499,16641,15608,16387,17157,16992,17323,16762,17236,17213,17692,17716,16330,17317,16998,16663,17116,16945,16063,16845,13779,17053,20429,20222,14996,20572,19429,20485,20348,19201,19648,20351,17767,19929,20218,20056,19796,15144,17211,19062,18243,18694,20189,20744,20280,17156,20281,20706,20554,21430,16008,20182,17997,20788,20393,20826,21020,18437,20327,19215,19860,18096,17661,17967,17167,17668,17496,16563,17026,17324,17117,17558,18006,18031,18861,17945,17837
CLINTON AVENUE-FULTON ST,33037.25619834711,28521,31528,31412,31178,30358,27211,29935,30435,29419,29652,29157,28995,29567,29255,27983,32821,32399,32263,32361,31487,33351,33546,33443,33421,33389,26642,31426,33412,33573,28848,22593,30893,32217,30952,31499,33535,33780,33226,29928,33043,32532,32522,32852,32892,33119,32880,31045,31454,32839,33653,33237,29369,33587,33184,33223,32988,28449,32680,32632,31517,31846,31364,31079,31863,24605,31616,36327,36893,28405,37486,35772,38267,38353,37315,37095,38312,30766,35759,37508,38079,35496,22766,32232,36034,33614,35939,36578,37474,36628,31555,37024,37183,36547,36211,27494,36425,33795,37316,37334,37687,38255,33203,37789,33131,37363,36442,35502,35757,30628,33023,33767,34957,33685,33685,33326,33238,33095,32581,36844,35676,36211
CORTELYOU RD-EAST 16TH ST,37460.876033057852,35981,37867,38692,38646,38638,36219,37650,38141,38043,37634,37176,36719,35897,37397,35551,31369,38374,29815,38263,37351,39123,39655,39009,38774,39710,34709,38173,38724,38824,36528,16633,36361,36718,35840,33786,38610,38639,39071,35101,39298,36959,36956,36067,38095,38930,39348,34282,36926,39567,39046,40574,37569,40254,39759,39956,40945,36725,40306,39230,37793,38744,38680,36849,37504,30617,37904,36334,44957,31303,39657,40412,39788,40756,40694,41022,42053,33610,38365,41164,41865,40841,29714,36109,37159,34662,36748,37182,40106,38945,31712,38291,40086,40637,41290,30920,40173,36146,41334,40462,39945,38142,36221,41573,38375,40822,34672,35833,37602,33948,36777,36519,35864,35026,34615,35419,35144,36047,35294,38354,36311,37472
CORTLANDT STREET,32063.578512396693,12213,21708,21881,21732,22360,21404,23058,18963,24584,25192,24856,24562,24047,21319,21179,23437,23321,21859,22229,24068,22636,23146,21105,21563,20116,21682,22096,25068,22754,23739,26059,21471,15302,13620,13947,14188,15007,17446,18949,17082,20786,22831,20278,20467,22664,21441,29324,26556,24322,26397,26430,23707,24018,24879,24450,25373,27768,25094,26265,26534,28798,30214,26577,26107,18031,32423,39233,42052,32299,49030,49886,49241,49667,45525,45176,44460,42560,41776,45072,44325,48445,53341,43994,35281,33823,32026,27708,36259,35403,39987,36061,37580,43996,43141,26818,49169,47343,46296,47159,48330,44450,41393,49663,47374,46009,43312,44452,45722,45028,45121,47149,48357,47651,47092,46039,46471,43133,40830,44633,46232,44438
COURT SQ,22721.113207547169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23946,20188,26826,27075,27957,19718,25456,28036,26425,26587,38811,20141,27703,25196,21265,21368,20880,14773,22909,23377,24233,22087,14675,19172,24280,22332,,,,,,,,,,6,13044,17167,29031,27093,24670,22675,21544,22162,20070,22632,21217,23196,21267,18934,23307,22871,23824,22639,23503,23081,23588,24265,21604,26770,23640,25003
COURT SQ-23 ST,76087.822580645166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65491,72711,59405,61525,59426,53088,55418,80062,78755,57379,73400,79294,77503,81303,86114,81404,90481,64459,81145,81916,79651,69382,41929,62539,73645,65811,92151,95729,95740,93458,79355,93022,98946,99125,99897,75469,89291,71243,77950,78893,80171,83445,74788,82765,68208,82960,76148,69236,74554,56860,74156,75324,75801,74087,74295,71113,71738,69797,63513,85947,78050,80984
CRESCENT STREET-FULTON ST,26116.92561983471,23616,24554,24523,29112,25545,18205,19821,19724,19685,24348,24422,24162,23755,25145,23737,25443,25270,24388,25403,24972,25742,25770,25217,25551,25730,23250,25255,25296,24971,24259,22072,23756,24039,23394,23468,25836,25971,26043,23860,25766,26158,25658,25527,28932,29658,29562,24724,24635,29925,25618,25685,24290,25809,25684,25775,26492,24264,26464,25363,24971,26102,25905,24158,25127,20629,25081,29295,28819,22062,29550,27921,29325,29176,28049,28485,29137,25476,28977,29575,29060,28807,23126,25018,27387,25886,26330,28851,28970,28287,25521,28681,29239,29480,29698,23069,28395,25956,32082,28828,29073,29523,27884,32012,27386,32131,26301,25585,26225,24830,26303,25771,21988,27724,25713,25428,25324,25957,25138,29649,29246,29167
CYPRESS AVENUE-138TH STREET,20066.793388429753,18029,19828,20258,20003,20000,18348,19667,19693,19464,19971,20080,20078,20107,20542,19457,21415,21198,20493,21067,20244,21189,20752,20934,20980,21455,18495,20956,20980,21016,19409,16264,19821,20157,19522,19313,20747,20712,20962,18943,20913,20930,20988,20833,21101,21317,21384,19546,20302,20640,19453,19950,18576,19918,20198,19775,20293,18104,19634,19370,19090,19441,19280,18946,19044,15874,18146,21476,21608,16460,22058,21053,21850,21832,20100,19453,22012,18530,21643,21557,21840,21800,16746,19355,21453,20007,21054,21902,21752,21526,17453,21684,22213,21876,22205,16499,20992,19514,21610,21869,22086,22162,20179,21750,19903,21726,20246,19810,19697,17947,17867,17123,17455,17910,19584,19247,19550,19125,18450,20329,17801,19558
CYPRESS HILLS,7168.9008264462809,6606,6881,7229,5731,7032,5107,5497,5668,5555,6942,7015,6856,6682,6920,6621,7741,7571,7232,7487,7246,7402,7542,7088,7226,7584,6413,7142,7219,7276,6736,5972,6901,7011,6694,6709,7561,7432,7649,6354,7322,7140,7595,7333,6029,6080,6125,6444,7094,6289,7160,7300,7065,7575,7511,7645,7328,6641,7277,7247,7114,7096,6957,6572,6473,5731,7000,8696,8707,6420,8678,8189,8713,8840,8190,8246,8612,7304,8770,8593,8759,8276,5990,7014,7697,7349,7484,8295,8380,8223,6791,8281,8309,8610,8684,6581,8214,6922,6975,7858,8099,8305,6663,6672,7303,6380,6844,7063,7058,6239,6999,6767,7191,5693,6934,6953,6707,7011,6956,6405,5944,5928
DEKALB AVE-WYCKOFF AVE,60177.950413223138,56294,59940,58881,59062,52650,48410,57091,57806,58554,58159,58618,58159,57852,59626,56490,61203,61656,59147,47662,45471,61281,61698,62554,61488,62277,54725,59096,61096,61241,57479,49809,57140,58994,58108,59483,62857,62083,63153,59269,48689,60404,62753,61758,62235,63388,63278,60113,61861,63635,62945,63290,44269,47955,60958,59302,61533,56806,62138,47308,60033,60771,60530,59408,59029,47449,56316,51642,51425,48692,64770,49297,65418,66605,65094,66184,67556,58768,52471,67088,68092,66672,52056,60608,64827,48764,62242,66647,67593,52647,61565,52494,53685,66413,67289,49859,65208,63429,67631,67105,67415,68511,58832,67754,64337,67883,65240,65190,66614,62777,65177,64102,65341,64000,64460,62075,64939,65182,63296,67987,67641,68227
DEKALB AVENUE,86580.148760330572,73958,81471,82106,83341,81804,71285,78525,80505,80589,79714,75911,73482,73001,77110,78728,88957,89706,84547,91650,85361,91917,94785,88406,87343,92117,70198,85452,88154,86406,75727,41243,69863,70840,74801,74514,83540,85407,88471,75892,87721,84735,74289,82204,83940,86201,88597,78144,82927,86081,79298,81433,72586,80473,81977,84074,82407,71310,80853,80675,79952,80309,78796,74359,75920,63729,79370,105743,107637,79828,107118,102060,105561,108982,107642,101689,109468,82959,103970,108164,108651,101932,59467,79850,89722,87964,95182,101419,106849,104442,79470,103412,106015,95980,106807,81382,98673,90399,108019,106633,105196,101262,91088,99121,89206,98827,87754,87213,87338,74037,84910,82540,82909,81224,80670,75566,78180,83864,81415,96888,91315,93399
DITMARS BLVD & 31ST STREET,92479.090909090912,84395,91718,91931,91415,91634,81283,88272,89606,89401,87945,87186,86418,85200,88333,83542,94084,95839,92697,94367,92314,95796,95321,94709,95388,95647,79470,91279,95977,93928,85110,68120,86715,88762,80877,86593,92166,92534,93959,84805,92680,93058,94519,91860,94184,94494,95354,89814,89852,95683,93444,95196,85995,94534,94124,94498,95252,83224,93321,91070,89137,92045,90579,86953,88500,72162,86618,101357,101944,78426,100800,98711,102821,101451,96394,101580,102128,84081,99097,103273,103932,97607,72315,88998,95997,90512,95199,98842,99736,97889,89319,98350,100257,100587,102831,75215,98459,93810,102249,100441,100905,101748,86794,99875,91306,99829,95958,94771,97108,85835,93430,92430,93180,91800,91915,90956,91095,91889,88068,98563,97562,97459
DITMAS AVE-MCDONALD AVE,24687.561983471074,22153,24001,24319,24116,23543,21574,22677,22774,23197,22639,22574,22698,22994,25058,21578,25702,23578,23629,25201,24596,25345,24510,25091,24832,23363,19446,23693,24284,23606,22733,22150,23396,23156,20644,22057,24505,24524,24819,22616,24793,25071,25407,25083,25172,25424,25048,22209,22689,25779,24521,20437,23246,23143,24365,24916,24760,22938,24137,23896,23368,23127,22567,22360,22708,19499,24063,29600,24186,19758,28579,25031,26929,29219,27834,28065,24214,20097,28706,28557,28846,27930,21732,24898,28078,26400,26722,28878,28661,28350,25978,28754,27836,29151,29789,21885,22345,23942,28991,28940,28987,29253,25860,28771,26099,28768,25691,25516,25825,23610,24763,24262,24593,24235,24665,24385,24211,25348,24872,21667,23512,19324
DYCKMAN STREET,23043.471074380166,40354,41970,44218,42843,42261,39634,40777,41182,40539,40537,40901,40078,38487,40685,40427,42875,32267,30614,31747,30671,27194,28768,25479,25731,26344,21442,29308,30748,30729,30002,23429,28111,29639,29024,28982,31917,32507,32890,30278,33463,32150,25266,24831,31001,32898,25326,22738,29979,31489,30421,25112,28468,24123,29922,23912,29954,27718,30203,29677,29464,29648,30151,6097,7074,5665,4736,7886,8059,4864,8016,5899,8000,8055,8026,8235,8270,5677,7965,8057,8146,8175,6170,6927,7589,7407,7440,8222,8393,8189,7275,8232,8415,9004,8805,6413,6134,7237,6128,7497,7685,7716,5691,7902,7957,7996,7412,21563,26009,29321,31304,31878,32701,32031,32589,33662,33071,33738,34004,36670,35466,36012
DYCKMAN STREET-BROADWAY,41180.14876033058,31361,32783,29314,33331,32895,30361,32556,32918,32939,32532,32362,32155,30874,32361,30841,34100,39322,38698,39902,39101,41149,39729,40797,40594,41686,36727,36573,37573,36277,34065,27694,33498,34010,33527,33236,35662,35755,36754,33227,36007,36447,40935,40581,37320,37667,41659,39375,36183,38229,37275,41900,36511,42096,38290,42043,39288,35099,37949,37267,36865,36750,36232,45948,44091,32856,46598,51787,50396,39993,52576,51658,52107,52180,50311,50587,52441,46921,51672,52392,52795,51010,39467,44889,49770,46749,47747,51075,51976,51123,45272,50852,52262,51046,51133,38356,50812,46340,53575,51732,51566,52297,46988,52441,46703,51631,47835,43448,43699,37765,39694,38803,39023,38452,38362,38477,38094,38558,37316,39653,38822,39469
DYRE AVENUE-LIGHT STREET,21163.090909090908,18042,20998,21149,20585,20988,18630,17504,20765,20232,20291,20145,19592,19351,19872,18785,21612,21979,20881,21754,20889,22128,22069,21604,21398,22080,17613,21581,21530,20517,19026,12717,19782,19139,18533,18092,20094,20881,21609,18039,21540,21136,21912,21470,18516,18556,18619,19117,18011,21062,21148,21527,19097,21670,21790,18377,18333,18036,21073,20694,20330,20741,20865,17878,20053,18183,19050,24174,24252,19041,24723,23286,24931,24796,22466,23726,24266,19433,24530,24469,24180,19248,16710,19994,22638,20685,22111,23613,23915,23217,19205,23269,23705,23844,24209,18727,22986,21325,24108,23479,23895,24447,22045,24017,21426,24398,22658,22681,22418,19949,23169,22719,22628,22341,21901,21899,21456,21874,20488,23170,22004,22630
EAST 105TH ST-FARRAGUT ROAD,19209.942148760332,16740,18351,18534,18463,18433,16652,18542,18476,18597,15998,18357,17887,17461,18439,16840,18864,18912,18345,19030,17882,19357,19390,18949,19099,19533,16649,19102,19131,18550,17737,11386,18508,18361,17107,17287,19418,19269,19553,17006,18977,19107,19461,16681,16608,19378,19564,17928,18537,19728,19325,19526,17299,19133,19248,19078,19476,17520,19410,18855,18690,19204,19295,18377,18749,15835,17595,21604,21237,16251,21361,19797,21619,21737,20780,20882,21838,18146,21538,22348,22202,21504,16634,18890,21367,18797,20075,19257,21888,20927,18134,20930,21504,21630,22032,16816,20963,19395,21609,21488,21688,21908,19433,21501,19422,21555,19943,19733,19973,18226,19953,19769,19956,19704,19687,19229,19381,19645,18925,20600,19842,20371
EAST 143RD ST-SOUTHERN BLVD,4895.9338842975203,4170,4610,4465,4554,4634,4032,4406,4142,4523,4465,4454,4170,4238,4315,4045,4451,4446,4393,4497,4149,4279,4261,4788,4811,4877,3920,4865,4904,4737,4333,3522,4395,4501,4229,4422,4557,4807,4730,4032,4948,4841,4793,4628,4804,4880,4834,4141,4578,4906,4788,5175,4727,5065,5117,5058,5189,4606,5140,4918,4977,4488,4698,4568,4819,3981,4542,5715,5719,4583,5973,5494,5849,5859,5700,5261,5579,4493,5746,5779,5735,5605,4125,4673,5332,4987,5264,5625,5759,5619,4332,5718,5695,5545,5602,4328,5366,4715,5522,5688,5795,5777,5186,5795,5176,5753,5117,5223,5402,4524,5013,4781,4868,5064,4930,5039,4969,5177,4813,5355,4986,5342
EAST 149TH ST-SOUTHERN BLVD,23264.396694214876,22553,21786,22689,22276,21408,19810,20915,20731,20957,20713,20990,20729,20248,21240,20488,22609,22572,22256,22582,22026,23100,23095,22823,22839,23039,20350,22407,22695,22583,21691,18834,21786,21880,21004,21420,22246,22870,23124,20658,22885,22572,23035,22671,22900,23321,23493,21075,22364,23398,22762,23247,22221,23512,23517,23955,23470,23316,24462,24132,23550,22977,22693,21985,22477,17974,22158,26049,25582,19484,26115,24934,25616,25773,23059,22946,25870,22355,25863,25048,26460,27867,20422,23524,26471,25242,25612,27178,27763,27436,21323,26443,27957,27598,27159,20552,25600,22316,26723,26513,26060,27090,23476,26209,24502,26383,24696,23696,25073,22334,21559,20518,20681,20722,22391,22899,24079,23531,24053,25284,22536,24223
EAST 180TH ST-MORRIS PARK,32405.466666666667,26618,27853,27861,27289,27847,25165,32103,27969,27685,27006,26851,26550,25629,26430,25569,29037,29776,29191,29569,30096,30145,30516,29629,29397,30218,25569,29088,29388,28892,27896,21829,27010,26707,25648,25952,28110,28229,30133,25036,29636,29886,31088,30131,35676,37886,38741,52656,37073,56084,31675,34008,33437,34026,32069,39298,38632,29583,32382,32514,32298,51080,33677,35435,51904,25445,31180,34650,32766,,30748,32265,33649,34664,34168,33391,35192,29350,35330,35975,36367,40035,26654,29695,34189,31995,32492,36092,36299,34800,30340,34602,36660,36519,36342,27208,34169,35402,37375,36449,36066,35991,31384,35442,32656,36923,32456,32296,33548,29447,32670,32055,33887,32078,32145,32388,34360,35011,33555,35965,35169,34346
EAST BROADWAY-MADISON ST,71706.438016528919,67112,68914,71967,71001,71120,67019,67969,71412,66824,68230,67435,68453,66183,69547,65094,72813,71888,66240,71486,71508,74021,72654,67833,71369,72064,63492,71341,73085,71694,69782,60552,70941,70131,65990,68733,71851,74919,74825,63123,69952,68179,68427,71872,72129,70455,75078,68911,70497,74187,73079,73006,68108,72901,74055,69773,70470,65989,68325,74015,68960,72191,72144,69427,69098,54021,68453,78708,77428,56904,76689,73815,75931,80156,77633,75918,78698,68899,78457,79137,79882,79030,65032,74328,74224,67369,71822,75837,81215,78225,66382,77844,80302,81863,80167,60576,77368,67976,75741,75462,83320,83175,68345,78813,72711,78306,73451,73987,73094,67191,72749,69976,74292,67409,71216,73035,66399,70806,64056,72950,73512,74351
EAST TREMONT AVENUE-178 ST,36912.380165289258,23923,37608,39774,39064,42249,37974,38572,41438,41646,41943,42036,41282,37697,39811,38463,38843,40196,36066,38648,36982,38398,38021,36773,36344,37364,32917,34877,35338,34549,32719,28504,32389,32752,30940,30809,34638,35185,35471,30938,35292,35284,37036,35562,34835,34220,34694,33925,33341,36258,33728,35400,32751,35836,36894,35383,39567,24611,29434,25387,24071,33584,35375,35149,36375,28997,32330,40507,40982,29908,42117,42187,43226,43063,39511,39997,40686,35970,40097,40070,39875,38449,31749,34968,36926,32957,35986,37299,37601,37382,33271,38128,38781,39731,42134,30556,40510,37662,42645,39708,42782,42549,38139,42671,41970,42156,40480,41168,38345,38850,42001,40278,41971,39789,41929,41274,38714,38859,33912,35418,34179,35865
EASTERN PARKWAY,28192.520661157025,25988,28969,28093,28214,27329,28757,28203,28335,28113,27692,29406,27021,26055,27169,30359,27417,27163,26876,29974,26831,27722,26183,25159,28586,27406,22659,25404,29558,27303,24342,21127,26581,26545,24671,25325,26718,28360,27078,22337,26724,29790,26790,28254,27876,30732,30131,30373,31256,42743,27929,27876,26231,29439,27004,27044,26361,26217,25377,24425,24394,26033,29097,24513,24863,19868,28991,30647,29695,22686,32197,28566,30533,30784,29129,31046,29022,22638,27304,32229,30041,28070,19743,26209,31921,28182,28751,30813,33129,29709,25393,30164,32836,30917,31348,24881,32430,36204,37653,34098,39466,35094,28206,32121,29069,35579,28062,28620,28411,25618,31844,26004,26468,25752,27502,25025,24685,26302,27502,26781,26181,26676
EDGEMERE-BEACH 36TH STREET,4482.0661157024797,3768,3794,3539,3940,4060,4418,4458,4534,4658,4493,4512,4545,4237,4540,6545,8661,7162,8353,7535,8724,7552,9169,8825,7187,6683,7947,8707,7211,8408,6321,5266,8078,7811,7623,7341,6560,5645,2621,1230,962,761,972,698,834,698,892,812,811,634,651,863,901,873,751,1977,3214,3638,3791,4019,3905,4094,788,3870,3859,2780,3858,4628,4428,3772,4931,4193,4725,4426,4649,4548,4769,4131,4812,4813,4777,4669,3817,4176,3778,3572,4398,4755,5023,4699,4133,4765,4976,4880,5022,3828,4772,4369,4652,4823,4836,4974,4479,4590,4947,5084,4577,4952,5115,4931,5115,4641,4769,4682,4776,4899,4661,4588,4637,4706,4529,4566
ELDER AVE-WESTCHESTER AVE,36434.043010752692,52820,54664,55695,54168,54857,51935,54040,52155,52741,52601,52281,51711,49909,52193,52271,42760,37504,35477,36600,36058,36928,36985,36178,35637,36352,31619,34320,34705,33905,33776,29334,32826,33370,32183,32798,34625,35365,35757,32072,7100,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,9,26611,34684,34071,34641,36275,32875,37159,37187,38047,37455,29937,33249,36621,34621,34907,37768,38672,37439,32634,37720,38843,38681,39004,29694,37625,34274,38078,37745,34905,39211,34343,38862,36036,38207,34595,34346,34451,32477,33886,32025,32218,31651,32042,32346,32935,33522,33497,35090,32781,34137
ELMHURST AVE-BROADWAY,79021.719008264467,60777,68494,75831,73721,75865,71563,75717,76204,68347,75525,75466,75794,74254,76680,72186,78791,79328,77813,79786,77900,80394,79789,79641,79480,79767,72410,78313,80830,79274,78743,71859,75010,76237,73725,74458,79098,78180,78747,74368,77931,77584,80633,78754,79749,80307,80951,76974,78578,80614,79669,81556,76340,80962,80036,80329,80565,73975,79386,79165,78459,78747,78116,76187,77123,62258,74843,84438,84112,64125,84886,82933,85767,86084,84472,84882,84713,77885,84813,85541,85739,86858,73595,77547,82270,78725,80259,84764,84773,84666,78970,85026,86712,85394,87622,64291,82778,80245,85916,84948,85859,85913,74282,85006,79868,85232,81166,80924,81371,76003,80157,79741,79823,79625,79107,79344,79087,80004,77018,82884,81618,81691
ESSEX ST-DELANCEY ST,124707.62809917355,107358,112950,117706,114994,117419,111195,114702,116418,114163,114037,111460,111012,111284,116177,108841,124124,122533,116447,123107,126996,129401,128266,122924,123221,124213,104435,118205,123687,123252,111618,87640,114636,115709,110700,112358,121869,123379,126982,110126,123206,121597,123482,124562,125202,125483,128377,116754,118754,126515,125168,126059,116132,130464,125708,125450,122960,112179,124635,126926,119842,121989,118240,117140,115634,88524,117947,145031,147936,102527,140184,142428,144835,147668,141594,138237,142569,116914,141000,143236,144785,137662,96558,124276,133090,123513,126894,136292,143097,140838,116589,143051,147288,144476,145032,109906,138957,119451,138675,137479,143597,143410,123077,141404,127697,142426,130257,130909,132493,116735,126487,125103,127716,122205,122879,123813,119175,124579,117256,130534,129561,131769
